id_supplier,address,blacklisted,contact_person,date_added,email,industry,is_preferred_supplier,last_updated,name,phone_number,rating,reliability_score,status,tax_id,total_contract_value,under_review
79671.0,"78643 Washington Spring Muellerport, HI 60269",1.0,Douglas Bradshaw,2024-07-22,christopherfarrell@example.net,Plumbing,1,,,237.201.8666x490,A,80.0,Pending,442856045,89426.34,0
18996.0,"8724 Logan Turnpike Port Deniseview, WY 12915",1.0,Charles Williams,2024-04-02,jesuswalker@example.com,Consulting,0,2020-03-23,Christensen-Ward,+1-260-376-7497x7414,B,53.0,Active,465737776,11484.05,0
27189.0,"93696 Alexander Club North Stephen, GA 40447",0.0,Keith Maldonado,2025-03-23,jay66@example.net,Electrical,,2021-01-29,Bell-Hale,(722)586-6223,B,###invalid###,Inactive,395360247,31450.76,0
50629.0,"853 Gina Valleys North Lisa, NM 66809",1.0,Stephanie Robertson,2020-02-04,pweber@example.org,Construction,1,2024-01-24,Gilmore-Jensen,332-212-2621x71659,B,81.0,Inactive,374159151,53241.58,1
49524.0,"4981 John Mill Douglasport, MP 19005",0.0,###invalid###,2023-10-07,jjones@example.net,Plumbing,0,2020-12-02,Duran-Duarte,,B,72.0,Pending,711014914,48017.42,0
25761.0,"0833 Williams Manor Suite 113 Brandonside, NE 63938",1.0,,2023-10-01,yorkann@example.net,###invalid###,1,2020-05-29,Mooney-Vargas,5845120513,A,###invalid###,Pending,447015196,,1
27252.0,"4653 Davis Prairie Suite 572 Johnsonhaven, LA 99626",1.0,Amy Watkins,2024-02-21,castanedajuan@example.com,Electrical,0,2023-10-01,###invalid###,892.425.3635x5197,A,97.0,Pending,,66509.4,1
60566.0,"759 Jessica Skyway Apt. 936 Port Jessicashire, CO 11253",1.0,Christopher Estrada,2025-04-06,nancyanthony@example.com,Electrical,0,2023-08-12,"Hawkins, Ward and West",+1-813-895-0485x257,B,76.0,Inactive,181993509,30124.57,1
45507.0,"0775 Williamson Mill East Scottchester, HI 56399",0.0,Bianca Mills,2020-02-06,hallmartha@example.com,Construction,0,###invalid###,Cameron LLC,001-733-956-3273x4091,C,100.0,Pending,320050503,51848.62,1
94094.0,"1862 Austin Causeway Suite 257 North Mariahhaven, PR 33225",,David Perez,2023-10-01,olivia74@example.com,Consulting,0,2021-09-12,Ortega LLC,(806)923-2730,C,98.0,Pending,281790299,94217.4,
85192.0,"82494 Ramirez Tunnel South Stevenshire, NC 03024",###invalid###,Mandy York,2022-03-07,greggrobinson@example.com,Electrical,1,2022-02-24,Duncan-Price,(997)450-3813x70287,,96.0,Inactive,263086667,33168.93,0
50956.0,"790 Estrada Park East Michael, WI 21826",0.0,Pamela Reed,2024-09-04,harveymichael@example.com,Plumbing,1,2024-08-10,"Meyer, Kelley and Hamilton",590.234.2161x073,B,82.0,Pending,778601872,###invalid###,1
97362.0,"22563 Moreno Stravenue Suite 236 New Christian, AK 42558",,,2021-01-19,sreed@example.com,Electrical,0,2021-12-19,"Wilson, Salazar and Warner",+1-794-429-2522x53905,,56.0,Inactive,450666102,,
27535.0,"22245 Michael Roads New Sarahburgh, ID 60232",,Luke Hernandez,2023-07-14,lisaochoa@example.net,,0,2020-01-10,Vargas LLC,+1-275-345-5912x62694,B,90.0,,619481371,38101.42,0
78192.0,"3505 Haley Vista South Joan, GA 60046",0.0,Paula Allen,2021-03-22,leslie41@example.net,Plumbing,0,2020-07-26,Gonzalez-Beard,+1-446-621-7382x5748,B,82.0,###invalid###,280994025,55598.93,
53816.0,"680 Garcia Trail Torreshaven, WI 50924",###invalid###,Alyssa Ferguson,2020-03-11,michaeltownsend@example.net,Plumbing,1,2021-05-13,Ramirez-Mitchell,439-718-0744,A,51.0,Pending,807808334,72973.05,1
17776.0,"PSC 2949, Box 6756 APO AE 04523",0.0,Amy Hunt,2021-07-07,brianawarner@example.net,Consulting,###invalid###,2021-09-27,Fernandez Ltd,+1-736-975-5634x5831,A,81.0,,554202815,91085.17,0
58308.0,"PSC 7395, Box 0317 APO AE 54229",1.0,Levi Perez,2020-09-28,jason78@example.net,Construction,1,2024-08-20,"Hall, Davis and Stewart",(644)685-3955x381,A,95.0,Pending,954491246,93538.89,1
93420.0,"28257 Sarah Lane Apt. 033 Lake Russell, SD 55387",1.0,Kristina Smith,2024-02-24,sguerrero@example.org,Plumbing,1,2024-01-02,Dunn Ltd,647.828.6969x94124,B,87.0,Pending,212509617,42830.19,0
48346.0,"52321 Flores Court South Nicholaston, PR 42680",1.0,Robert Avila,2021-06-07,xmaddox@example.com,Consulting,1,2021-06-14,Johns-Miller,744.401.6696x36645,B,98.0,Inactive,217661395,###invalid###,
85738.0,"078 Cody Ranch North Thomastown, LA 94919",1.0,Christopher Young,,deleondaniel@example.net,Construction,1,2021-03-09,Trevino and Sons,001-986-884-9071x752,C,84.0,,694313386,57870.56,1
10932.0,"21719 Palmer Square Donnamouth, NC 25396",1.0,Phyllis Perry,2023-05-09,xrollins@example.org,Plumbing,1,2023-11-27,Thomas-Barnett,+1-341-657-9088x1025,B,74.0,Active,240697638,17073.85,0
48798.0,"86272 Foster Forest Bernardmouth, CA 53282",1.0,Cynthia Ramirez,2022-08-23,bryan95@example.org,Consulting,0,2020-10-15,Hurst PLC,001-815-679-8304x95020,C,77.0,Pending,680147592,32724.0,0
45245.0,"584 Barber Lodge Apt. 170 Port Anna, WV 99076",0.0,Brandon Grant,2024-08-31,karenrobinson@example.com,Plumbing,0,2022-12-10,"Kline, Woods and Jones",432-424-7759x8328,A,87.0,,704280629,85544.86,0
28575.0,"19143 Michael Tunnel Apt. 239 Simston, CT 67039",0.0,Shannon Cunningham,2025-02-22,lesterbrittney@example.net,Construction,1,2024-10-04,Jimenez Group,347.417.6434,B,84.0,Pending,845040033,59105.37,0
20947.0,"87066 Tammy Keys Apt. 808 Port Nichole, VI 10810",1.0,Angela Stewart,2021-01-22,denise66@example.com,Construction,1,2023-09-26,Brown-Robinson,9006599237,B,90.0,Pending,714341553,97457.86,0
44386.0,"38246 Zachary Bypass Lake Mariaburgh, TX 44684",0.0,Zachary Sampson,2021-01-02,anthony87@example.com,Consulting,0,###invalid###,Anderson Ltd,338-987-1183,C,50.0,Pending,129101653,79671.26,0
70825.0,"2991 Nicole Lock West Erika, DE 05170",1.0,Zachary Mcpherson,,brianna04@example.org,Construction,###invalid###,2020-06-23,Brown-Velazquez,,A,50.0,###invalid###,70550281,26371.39,1
79014.0,"60338 Chad Spur Suite 036 Gutierrezhaven, OK 80665",0.0,Timothy Thompson,2024-11-11,hawkinsdavid@example.com,Plumbing,1,2021-04-17,Johnson LLC,(671)987-2164,A,50.0,Pending,993095213,20600.32,0
90050.0,"7499 Michael Meadows South Brettberg, WI 85999",0.0,###invalid###,2025-02-11,robert48@example.org,Construction,0,2024-04-23,Sellers Inc,+1-532-613-2149x504,C,98.0,,849290741,,0
10852.0,Unit 2947 Box 5462 DPO AP 78548,1.0,Lori Mcconnell,2020-06-08,michellecole@example.net,Electrical,0,2020-07-01,"Ellis, Alexander and Hogan",+1-361-755-4784,A,53.0,Pending,844158527,23146.05,0
21328.0,"88653 Stanley Walks Apt. 947 Westland, CO 38601",1.0,Tammy Walker,2020-03-18,lauracline@example.net,Consulting,0,###invalid###,Martinez Ltd,+1-848-774-8069x9532,###invalid###,55.0,Pending,230974663,56636.81,0
55764.0,"78446 Laura Forks Apt. 258 Millerfort, CA 54173",0.0,April Gonzalez,2024-07-13,laura56@example.org,Plumbing,0,2024-09-03,"Ramirez, Phillips and Bird",001-390-830-5864,B,65.0,Active,249329569,,0
85459.0,"031 Copeland Harbor Suite 876 North Emily, MO 13845",###invalid###,Scott Herrera,2020-09-03,john63@example.com,Consulting,###invalid###,2021-03-13,Fernandez-Fuller,757-599-5480x96788,C,72.0,Active,668640886,54578.91,0
70733.0,"7142 Lee Ville Kingborough, HI 20292",1.0,Michael Tucker,2024-09-01,powerscrystal@example.com,Construction,1,2022-10-10,"Nelson, Wheeler and Boyd",5198803217,C,###invalid###,Pending,52999646,66307.22,0
62697.0,"279 Rodriguez Light New Vincent, MO 69264",,Christopher Olsen,2022-04-25,samantha25@example.net,,1,2020-10-27,"Lewis, Hancock and Barrett",7237392067,C,60.0,Active,866537112,23823.37,0
49433.0,,1.0,Ryan Mayo,2025-02-13,megantaylor@example.net,Construction,,###invalid###,Valdez and Sons,+1-471-923-1133x727,A,,Pending,,93557.95,0
74985.0,"7336 John Island Apt. 750 West Jonathan, SD 10983",###invalid###,Cheryl Berger,2021-04-11,sara28@example.net,Electrical,1,2021-12-22,"Knight, Washington and Grant",918-689-6553x477,C,82.0,Pending,64413835,,0
60431.0,"76896 Maria Trail Nancystad, NH 51123",0.0,Haley Page,2021-05-13,dcalderon@example.org,Construction,0,,Rosales-Taylor,001-962-818-0781x910,B,77.0,Pending,12712381,14934.33,0
61425.0,"2620 Victor Alley Deantown, MP 03748",1.0,Joe Allen,2023-01-21,vegamelissa@example.org,Construction,0,2024-09-16,Castillo PLC,,C,,Inactive,392941760,79229.56,0
88218.0,"77789 Justin Fields West Nancyfurt, HI 57006",0.0,Priscilla Hardy,2023-02-07,pcook@example.org,Electrical,0,2024-02-26,###invalid###,+1-504-660-9273x58925,C,78.0,Pending,407569519,65347.76,0
62775.0,"55180 Anne Glens Apt. 767 Tannerchester, ME 86060",0.0,,2022-11-18,,Consulting,1,2020-12-22,Flowers-Sanchez,001-684-974-6628x28680,,65.0,Active,881561409,###invalid###,1
73772.0,"692 Hines Loop Apt. 642 Johnsonmouth, AZ 46899",0.0,Kathryn Velez,2020-04-12,ewillis@example.org,Consulting,0,2022-10-21,Morales and Sons,572.808.3092x77073,C,51.0,Pending,624967559,12934.4,1
11355.0,"6047 Morgan Glens Jeanville, OH 78233",,Mary Yates,2024-02-15,emorgan@example.net,Plumbing,0,2024-06-23,Jackson-Jones,6938252347,A,80.0,Active,625746232,65358.47,1
74611.0,"PSC 6143, Box 4980 APO AA 72674",0.0,Carlos Aguirre,,delgadoalexander@example.net,Consulting,0,2024-03-20,"Mcbride, Alexander and Harris",001-930-717-2738x0165,B,90.0,Active,403729161,,0
68837.0,"7392 Nicholson Rest North Jamesberg, GU 35860",1.0,Brooke Greene,2021-02-14,lisaclarke@example.org,Plumbing,0,2021-12-27,Taylor-Adams,001-406-355-9315x84973,A,91.0,Pending,390369546,29025.64,0
14604.0,"13351 Shane Junction Williamsstad, MS 92655",1.0,Michelle Farley,###invalid###,cliffordjackson@example.com,Plumbing,0,2021-02-10,"Anderson, Park and Mathis",836.587.6384x501,B,59.0,Active,741873514,78638.3,0
28256.0,"625 Michael Curve Apt. 703 South Jenna, AL 92531",1.0,Michael Hernandez,2023-11-12,rubiocynthia@example.com,Plumbing,0,2022-08-08,"Gilmore, Jones and Ford",+1-330-689-6945,C,76.0,Pending,936297622,17800.33,0
65825.0,"8465 Villegas Squares Suite 957 Amberville, VA 36647",0.0,Andrew Moreno,2023-03-12,ddeleon@example.org,,1,,"Cole, Green and Jennings",001-549-821-7687x55859,A,76.0,Active,719031475,28774.93,0
95020.0,"8840 Kristin Shores Suite 993 Figueroaland, MI 17938",0.0,James Hartman,2020-08-18,dflowers@example.org,Consulting,1,2025-04-17,Brandt Ltd,,A,75.0,,455860401,68526.78,1
36841.0,"701 Mary Road Suite 589 Milesborough, DC 70436",1.0,Jeremy Jensen,,daviddaniel@example.org,Consulting,0,2021-09-04,Le and Sons,6702660032,C,91.0,Pending,613002003,74918.97,1
94456.0,"30063 Walter Villages Apt. 750 Port Josephburgh, PW 22193",1.0,Denise Patrick,2024-04-22,ilove@example.org,Plumbing,0,2024-08-27,"Alvarado, Lucas and Miller",001-589-504-9767,B,74.0,Active,151924828,56186.96,0
12752.0,"879 Gonzalez Parks Lake Wendybury, ME 10070",1.0,Michael Franklin,2024-07-06,jennifer31@example.org,Construction,0,2022-03-25,Daniels-Brown,(932)571-2002,B,77.0,Inactive,422139672,98132.12,0
72077.0,"010 Sandy Island Apt. 260 Brittanyside, GU 48143",1.0,Jonathan Phillips,2021-05-20,joshuahernandez@example.org,Plumbing,,2022-07-21,Farmer Inc,283-513-4166x5787,C,,Pending,28595594,,###invalid###
66129.0,"1105 Christopher Divide Apt. 106 North Christopherburgh, PR 83377",0.0,Nicholas Williams,2020-12-12,ewolf@example.com,Construction,1,2020-10-06,Clayton LLC,742.609.0588,A,68.0,Pending,2857334,21697.36,1
31927.0,"9418 Kenneth Turnpike Jackview, MA 16699",1.0,Steven Clark,2021-10-06,veronica38@example.org,Consulting,1,2023-03-10,"Martinez, Stephens and Lin",617.939.4463x6926,A,68.0,Pending,,14175.52,0
44248.0,"PSC 7693, Box 4440 APO AE 09271",0.0,Steven Holmes,2023-05-28,pdavis@example.org,Consulting,0,2023-09-15,Rodriguez-Estrada,(756)696-3134,B,75.0,Pending,589262001,12799.0,
2981.0,"3218 Johnson Pines Derekchester, OH 18681",0.0,Heather Craig,2021-10-18,bowenjessica@example.org,Electrical,1,2024-10-10,"Malone, Gonzalez and Bradley",260-468-9465,C,89.0,Inactive,895750615,75464.53,1
###invalid###,,0.0,Thomas Travis,2025-02-11,ythompson@example.net,Plumbing,0,2020-02-02,Reid Group,,A,81.0,Pending,61340111,52461.51,1
,"199 Lopez Shores Suite 612 New Jenniferview, PA 07968",0.0,Rachel Brown,2023-08-21,,Construction,1,2021-09-11,Robinson-Dixon,522.892.1758,A,51.0,Inactive,330613209,26944.96,0
41424.0,"4779 Theresa Isle Apt. 390 West Spencerstad, UT 15878",0.0,Michael Johnson,2020-12-13,zmiller@example.com,Construction,0,2020-08-20,Schultz PLC,841-229-7373x751,B,71.0,Active,692390823,34873.43,1
23395.0,"PSC 2610, Box 8432 APO AP 86494",1.0,Timothy Brown,2024-08-18,carlsonjonathan@example.net,Plumbing,1,2024-08-22,Brandt-Brown,+1-726-896-0372x644,###invalid###,94.0,Pending,337406193,59404.89,0
46633.0,"68353 John Ferry West Cynthialand, MP 11796",0.0,Adam Hall,,butlerdarius@example.net,Construction,0,2024-12-29,Rice-Meza,757.683.6876x3536,A,100.0,Active,713494279,86954.39,1
68657.0,"45358 Courtney Inlet Apt. 471 Hallshire, MT 55386",0.0,Margaret James,2021-06-09,fcalderon@example.net,Consulting,0,2023-11-28,"Edwards, Welch and Moreno",847.285.9667,A,82.0,Active,978882475,,0
79717.0,"21064 John Cliff Suite 101 Butlerburgh, MH 46109",1.0,Paula Powell,2021-07-31,hardinglenn@example.com,Construction,1,2024-06-04,,(407)762-7829,,50.0,Pending,713329364,83494.53,0
75004.0,"92135 Blankenship Ramp Philipville, ID 74668",1.0,Nicholas Boyle,2022-05-17,,Consulting,0,2020-01-30,,581-974-8013,B,64.0,Active,735198970,79271.39,0
41045.0,USCGC Bartlett FPO AE 21454,1.0,Jesse Kline,2022-12-16,christophermartin@example.net,Construction,0,2023-12-07,"Barton, Taylor and Silva",(512)746-6054,C,58.0,Pending,316194262,64280.34,0
37261.0,"696 Gibson Drives Apt. 804 New Marcus, WV 32290",0.0,Benjamin Conley,2023-10-31,alexanderberger@example.net,Plumbing,0,2025-03-29,Davis-James,001-750-245-8611x2453,A,52.0,Pending,436383565,20530.8,1
35992.0,,1.0,Andrew Mueller,,cmorse@example.com,Plumbing,1,2021-09-25,Marsh-Foster,###invalid###,C,,Active,447628862,,1
75222.0,"525 Marquez Lights Apt. 570 North Wesley, NM 90548",0.0,Deborah Morris,2022-08-18,abrooks@example.org,###invalid###,1,2024-01-07,Pope Inc,+1-846-733-3899,A,64.0,Inactive,508682710,42240.25,0
43500.0,Unit 9059 Box 7911 DPO AP 65183,1.0,,2021-07-08,nking@example.org,###invalid###,1,2020-05-22,"Evans, Reynolds and Williams",8982830470,A,95.0,Pending,581778518,12980.37,0
39181.0,"0856 Jones Radial Suite 812 Brownshire, TX 42340",1.0,Miguel Jackson,2021-03-04,stephanieday@example.net,Consulting,1,2023-10-06,###invalid###,972-362-7653,A,97.0,Active,42620426,70894.08,0
94263.0,"71981 Kimberly Forest Apt. 177 New Christopher, MI 12253",1.0,Savannah Maldonado,2022-01-28,friggs@example.com,Consulting,0,2021-07-16,"Smith, Reeves and Richardson",4179449459,B,87.0,Active,99430330,94720.78,0
59893.0,USS Brown FPO AE 14703,1.0,David Jordan,2022-10-29,lopezjamie@example.net,Consulting,1,2022-10-30,"Garcia, Walker and Burton",(731)744-9475x3349,B,98.0,Active,115272951,36823.48,1
18719.0,"028 Dickson Shoal South Ianside, WV 43294",0.0,Cheyenne Landry,,longdaniel@example.org,Construction,0,2022-01-22,"Lopez, Smith and Navarro",582.368.4600x282,C,96.0,Active,323880843,10183.03,1
56749.0,"PSC 0890, Box 0352 APO AA 98829",1.0,Gregory Curry,2024-07-04,williampotter@example.org,Consulting,1,2024-01-05,"Sullivan, Rodriguez and Delacruz",944.485.3444,A,52.0,Pending,###invalid###,93643.05,1
45859.0,###invalid###,1.0,Kevin Mcintosh,2023-12-14,eflores@example.com,Electrical,0,2024-07-30,Willis Inc,(294)672-2580x855,C,69.0,Active,902999704,85335.0,1
69502.0,"57888 Sexton Cape Apt. 028 Lake Taylorshire, UT 16855",0.0,Daniel White,2024-11-19,jbentley@example.org,Consulting,1,,Bender Inc,001-757-412-3227x4258,C,52.0,Active,282516528,67481.66,1
8904.0,"124 Steven Course Apt. 143 Andersonchester, OH 51588",0.0,Christina Kent,2022-08-16,fernandezchristopher@example.net,Plumbing,0,2022-10-17,"Phelps, Mcclain and Mann",001-866-501-6352,,52.0,,,31088.8,1
96116.0,"2183 Charles Crest South Matthew, CT 48512",1.0,Amber Adams,2022-09-14,jessica76@example.com,Construction,,2021-12-03,"Stanley, Coleman and Elliott",820.357.4963x99008,C,74.0,Inactive,907144699,76016.22,1
16666.0,"674 Dixon Manor Richardsonfort, MD 54901",0.0,Dr. Jeremiah Mckinney Jr.,2023-03-13,alice11@example.net,Construction,1,2020-01-23,"Jones, Rogers and Harris",###invalid###,B,67.0,Pending,224404510,27465.87,
22555.0,"5571 Riley Vista Apt. 984 West Amanda, MD 29621",1.0,Lisa Ford,2022-09-12,stevengreen@example.org,Construction,1,2023-03-28,"Gibson, Bond and Lawrence",431-328-4054x5325,B,98.0,Pending,209955546,65565.96,0
87919.0,"53169 Davis Extension West Mark, SC 87956",1.0,Elizabeth Rivera,2020-11-30,robert95@example.com,Electrical,0,2022-02-06,Evans PLC,+1-818-490-6914x738,C,93.0,Pending,990898239,15433.52,0
82600.0,Unit 0545 Box 2788 DPO AA 64424,1.0,Jackie Blair,2023-12-08,jacksonjacqueline@example.net,Construction,0,,"Blevins, Foster and Austin",+1-609-939-6556,C,###invalid###,Active,116960526,33434.88,0
19607.0,"5216 Eugene Shore Port Joseph, IN 10152",0.0,,2020-12-12,iwarner@example.com,Electrical,0,2020-05-09,,674.338.0704,B,64.0,Active,266723415,71346.55,1
97495.0,"099 Kristi Unions Kellyland, WY 44848",1.0,Jacob Fisher,2021-09-13,iwilliams@example.org,Consulting,1,2020-01-23,Serrano and Sons,(610)812-6812x1435,B,,Inactive,997384057,70327.61,1
,"13715 Lopez Islands Suite 418 Jessicafort, IA 15759",0.0,Wendy Arnold,2021-07-08,alexander74@example.org,Plumbing,1,2021-09-03,Rollins-Smith,001-878-305-3029x5535,C,,Active,919613880,61934.43,0
30322.0,"85569 Gutierrez Mountains Apt. 603 Kirkstad, WV 54604",0.0,Justin Ortiz,###invalid###,martinezpeggy@example.org,Plumbing,1,2022-03-10,"Ray, Davenport and Jackson",410.817.2777x21838,C,81.0,Pending,182720946,43256.27,1
94830.0,"PSC 6690, Box 9678 APO AA 92889",0.0,###invalid###,2021-09-23,wpeck@example.com,Construction,0,,Johns Group,###invalid###,C,86.0,Inactive,615755588,36399.11,0
33230.0,"278 Teresa Crescent Suite 708 Brownborough, PR 01568",0.0,Lindsey Bradshaw,2020-11-06,bmorrison@example.com,Plumbing,0,2023-04-11,"Murphy, Woods and Rodriguez",411-974-0867,C,84.0,Pending,165146180,25875.99,0
80464.0,"895 Villegas Hill Apt. 674 South Cameronbury, IL 82800",1.0,###invalid###,2025-04-28,gcraig@example.com,,0,2023-05-18,Johnson-Doyle,+1-797-852-6697x3729,C,73.0,Active,767866873,82312.59,1
60468.0,"1574 Laura Unions East Kathrynshire, DC 66476",0.0,###invalid###,,leslie66@example.net,Construction,1,2023-12-06,"Young, Hunt and Jones",+1-201-322-6907x1019,A,82.0,Active,407867670,62725.23,1
,"72792 Phillips Club Suite 727 Meganbury, NV 32040",,Connor Robbins,2021-04-08,wgarcia@example.net,Electrical,0,2024-11-04,"Price, Waters and Reid",(746)598-7815x23420,C,55.0,Pending,575754158,39780.73,0
62390.0,"1833 Baker Creek Hallhaven, IN 38327",1.0,David Chan,2023-05-17,mitchellfleming@example.com,Consulting,1,2020-01-26,Simpson-Snyder,001-210-419-3483x6117,C,78.0,Active,940308210,33222.55,1
76912.0,"728 Jensen Divide Apt. 660 West Heidi, CA 60114",0.0,Elizabeth Griffin,2021-03-08,emilythompson@example.com,Construction,0,2020-09-16,"Garrison, Martin and Peterson",244.465.9176x1547,,70.0,,690420362,28315.63,
1169.0,"41429 Moon Center Suite 854 Matthewside, LA 70019",,Derrick Fernandez,2024-06-05,garrett50@example.net,,1,2024-01-06,"Evans, Craig and Ward",001-369-982-2979x887,B,50.0,Active,725857232,83555.77,1
25967.0,"761 Michael Meadows Sheltonport, MT 99103",1.0,Andrew Freeman,2024-02-21,michael69@example.net,Electrical,0,2023-05-11,Jones-Warner,281.383.3701x86446,A,91.0,Inactive,607536632,65825.07,1
77662.0,"3239 Peter Cape Jonesside, HI 48706",0.0,Patricia James,2022-02-10,stevensbrianna@example.com,Plumbing,1,2024-04-17,"Carter, Figueroa and Freeman",902.365.1417x42535,C,57.0,Inactive,526830851,48843.77,1
27394.0,"984 Tara Pass Sonyaview, LA 39735",1.0,Shawn Gilbert,2024-07-09,robert95@example.org,Plumbing,1,2023-06-30,Ryan-Fuller,653-760-2874x300,B,58.0,Active,142800682,96651.93,1
78130.0,,1.0,Tina Hall,2024-09-18,pavery@example.net,Construction,0,2025-02-02,Green Inc,753.919.1748x98304,C,75.0,Inactive,290907321,16954.99,1
25138.0,Unit 1170 Box 1632 DPO AE 88772,,Lindsey Gallagher,2022-02-03,davidparks@example.com,Electrical,0,2022-10-16,Alexander-Ayala,533.262.6242x7676,A,81.0,###invalid###,,81525.57,0
60575.0,"72442 Charles Orchard Lisaborough, NH 64808",0.0,Annette Reeves,2024-01-22,wendy31@example.net,Construction,0,2021-03-16,Sanders PLC,412-655-6212x63591,C,92.0,Pending,,32022.98,###invalid###
44604.0,"20640 Margaret Mews Ashleyborough, TX 33402",,Kevin Castro,2020-08-30,peterbeard@example.net,,0,2022-03-07,Kelly-Johnson,697.272.0496,A,98.0,Active,827498422,32445.04,1
16625.0,"2243 Wheeler Points Apt. 293 Hannahton, NH 59375",1.0,,2021-07-03,amber62@example.net,Construction,1,,Brown-Miller,336-345-9741x4794,C,99.0,Active,130093079,41756.66,1
18056.0,,1.0,,,kellidelacruz@example.net,Electrical,0,2022-08-11,"Rice, Patrick and Wilson",+1-450-751-7757x359,A,72.0,Active,137380439,,0
50843.0,###invalid###,1.0,Andrew Smith,,lhenderson@example.net,Consulting,0,,Schneider PLC,(325)849-8557x665,C,76.0,Active,835583919,86639.05,0
3531.0,"679 Washington Place Yorkfurt, PA 33985",0.0,Samuel Graves,2020-09-25,barbara18@example.com,Construction,0,2021-07-16,"Walker, Figueroa and Nelson",353-441-3658,C,53.0,Active,32542349,23041.07,1
13247.0,"63588 Sanchez Prairie Apt. 460 Banksburgh, NJ 71531",1.0,Taylor Stanley,2024-07-02,jeff94@example.net,Construction,0,2022-01-13,Stevens Inc,593-314-5003x7992,,97.0,Active,425659891,21175.51,1
83647.0,"2470 Moses Cape Apt. 869 South Jessica, GU 53294",0.0,Stacy Morales,2020-08-17,castrodonna@example.com,,1,2022-05-24,Nicholson LLC,(763)849-7068,B,69.0,Pending,497189006,63225.57,1
8300.0,"266 Charles Manor New Henry, NJ 91466",0.0,Jennifer Kelly,2024-09-21,curtisallison@example.org,Consulting,1,2025-01-28,Walker-Barrett,388-326-0827x3832,B,84.0,Pending,152864275,42747.29,0
29274.0,"35369 Baker Parks Apt. 361 Rebeccachester, NC 28314",1.0,Matthew Lopez,2022-12-11,andrewkennedy@example.net,Construction,0,2021-02-10,Ryan Ltd,494.489.4662,A,50.0,Inactive,676593382,17092.47,0
21969.0,Unit 7386 Box 7548 DPO AE 64101,0.0,Jeremiah Perkins,2022-10-07,wsnow@example.org,Electrical,###invalid###,2020-07-16,"Dunn, Miller and Harrell",001-297-393-1936x4600,A,55.0,Inactive,812538929,47413.81,
87674.0,"455 David Inlet Lambertmouth, MP 10729",###invalid###,Michael Diaz,2020-11-30,wolfmargaret@example.net,Consulting,0,2023-04-03,,317.688.5007,A,64.0,Active,643535717,,0
96430.0,"2967 Steele Trail Suite 333 Mooreton, AS 03860",1.0,,2024-08-13,arobinson@example.org,Plumbing,0,2024-01-10,Weaver-Pearson,+1-405-310-9494,###invalid###,68.0,Pending,597040076,48464.97,1
98259.0,USS White FPO AE 70983,0.0,Lisa Martinez,,michael98@example.com,Plumbing,0,2024-10-31,Reid-Clark,734.505.1087x009,C,62.0,Inactive,936937652,75771.85,0
70646.0,"0150 Katie Drive Johnnyside, DC 03071",1.0,Christopher Rogers,2022-03-01,fowlermelissa@example.com,Electrical,1,2023-12-23,Walker-Benson,540.583.0697x42274,B,92.0,Pending,,10768.48,1
35471.0,"508 Kevin Rest Jacquelineburgh, GU 22755",1.0,Jean Smith,2020-04-30,lauraking@example.org,Electrical,1,2022-02-03,Baker Inc,273.712.2558,A,53.0,,11832444,14829.75,1
80411.0,"58671 Ronald Land East Melissa, MN 38292",,Lee Greene,2025-04-27,jaymosley@example.org,Consulting,1,2023-02-27,"King, Carter and Johnson",375-742-5883,A,82.0,Pending,81384704,88332.78,1
,USCGC Newton FPO AE 10951,1.0,Michael Salazar,2024-05-30,moniquechavez@example.net,,0,###invalid###,Andrews LLC,279-232-6485x8301,C,69.0,Inactive,653116319,53712.82,0
21965.0,"286 Wallace Villages Suite 951 South Julie, NH 68383",1.0,Julie Morgan,2021-06-26,peggyyork@example.org,Construction,0,2023-04-10,"Lucero, Wright and Thompson",+1-780-968-6334x5019,C,100.0,Pending,277421488,33583.87,1
23320.0,"1639 Smith Shoals Suite 143 Robinchester, PR 73486",1.0,Donald Hayes,2024-07-04,,Construction,1,2024-11-20,"Cisneros, Ross and Richardson",(413)824-6878,B,53.0,Inactive,324284510,25167.83,0
71092.0,"48021 Anderson Knolls Suite 285 New Abigail, AZ 56703",1.0,Carmen Anderson,2022-03-16,kyleperry@example.org,Construction,0,2023-10-15,Stevens Ltd,(396)994-5323x531,C,,Active,592775585,49639.23,1
75321.0,"5030 Jill Land Apt. 433 Barnesmouth, ME 98024",1.0,Brent Mccarty,2023-02-19,brett71@example.net,Electrical,0,2022-07-19,Robertson Ltd,+1-473-685-9133,B,89.0,Active,241775025,59692.05,1
76959.0,"71897 Gordon Island New Edward, PR 31135",1.0,Nicole Diaz,2020-08-10,englishhannah@example.org,Electrical,1,2022-11-06,Long-Owen,418-581-4616x9353,B,75.0,Pending,729643657,84588.88,0
26963.0,"911 Amanda Park Suite 448 Mcintoshstad, KY 49878",0.0,Natalie Smith,2024-08-28,pamelajones@example.net,Plumbing,0,2022-10-16,Davis and Sons,936.729.8514x654,C,79.0,Active,405235951,,1
48051.0,"1004 Cruz Key Port Christina, TX 63310",1.0,David Griffith,2020-10-14,douglasedward@example.org,Plumbing,0,2020-01-18,Johnson Group,(382)835-3661,A,66.0,Pending,648660735,23640.9,1
